13739;PAQ 2012.015;Aguardando Resposta Terceiros;Aprovar estudo nova opçao 2;;06/08/2013;22/12/2014;;
7669;PRS 2013.039;Aguardando Resposta Cliente;Confirmar medição;;06/08/2013;06/03/2018;;
14025;ASS 2012.005;Entregar;Cópia de projeto e protocolo de Habite-se;;06/08/2013;;;
6115;ASS 2013.066;Aguardando Resposta Cliente;Francisco pegou planta para levar no advogado;;06/08/2013;06/08/2013;;
14238;ASS 2013.125;Entregar;Receber parcela 2/2 - pegou;;06/08/2013;07/08/2013;;
6401;ASS 2013.133;Aguardando Resposta Cliente;Trazer requerimento assinado,valores e xeroz de luz;;06/08/2013;07/08/2013;;
2651;PAQ 2012.133;Revisar;1ª Revisão;Amanda;07/08/2013;20/08/2013;;
2719;PAQ 2013.039;Revisar;;Amanda;07/08/2013;20/08/2013;;atual
11777;PAQ 2013.042;Fazer Contato Terceiro;Enviar e buscar plotagem - PRINT MARK;Helio;07/08/2013;08/08/2013;;
2415;PAQ 2009.025;Revisar;;Helio;07/08/2013;14/08/2013;;
5458;PRS 2013.010;Fazer Contato Cliente;Entregar nova planta e receber 200,00;Hélio;07/08/2013;27/08/2013;;
1017;PAQ 2012.084;Fazer Desenho;;Livre;07/08/2013;14/08/2013;;
9952;ASS 2013.133;Fazer Contato Terceiro;Dar entrada - Prefeitura;Vanessa;07/08/2013;08/08/2013;;atual
10010;ASS 2013.137;Fazer Contato Terceiro;Dar entrada - PREFEITURA;Vanessa;07/08/2013;08/08/2013;;
11668;PRS 2013.042;Fazer Contato Terceiro;Marcar medição - Serginho;Vanessa;07/08/2013;20/08/2013;;
14879;ASS 2013.125;Arquivar;Arquivar rascunho;;07/08/2013;07/08/2013;;
15266;PRS 2013.033;Arquivar;Arquivar rascunho;;07/08/2013;07/08/2013;;
14911;ASS 2013.144;Arquivar;Arquivar rascunhos;;07/08/2013;07/08/2013;;
14611;ASS 2013.125;Cobrar Pagamentos;Falta pagar complemento de taxa 51,00;;07/08/2013;10/09/2013;;atual
7748;PAQ 2013.039;Aguardando Resposta Cliente;Trazer xerox de recibos;;07/08/2013;09/08/2013;;
14256;ASS 2013.144;Entregar;;;07/08/2013;07/08/2013;;atual
14468;PRS 2013.033;Entregar;;;07/08/2013;07/08/2013;;atual
5480;PRS 2013.019;Fazer Contato Cliente;Marcar entrega nova opção;Helio;08/08/2013;12/08/2013;;
1997;PAQ 2013.055;Desenhando;;Helio;08/08/2013;12/08/2013;;
1187;PAQ 2013.030;Fazer Desenho;Tansformar em projetos;Livre;08/08/2013;15/10/2013;;
9269;ASS 2012.238;Fazer Contato Terceiro;Dar entrada - CRI;Vanessa;08/08/2013;12/08/2013;;atual
9943;ASS 2013.132;Fazer Contato Terceiro;Dar entrada - prefeitura ;Vanessa;08/08/2013;08/08/2013;;
10059;ASS 2013.142;Fazer Contato Terceiro;Dar entrada - Receita federal (Marcelo não achou recolhimento na CEI e no CNPJ);Vanessa;08/08/2013;09/08/2013;;
3449;ASS 2013.081;Fazer Contato Cliente;Terá que pagar IPTU/2013;Vanessa;08/08/2013;09/08/2013;;
8132;ASS 2013.087;Elaborando Processo;;Vanessa;08/08/2013;15/08/2013;;
7579;PAQ 2013.070;Aguardando Resposta Cliente;Aprovar Orçamento;;08/08/2013;18/08/2013;;
12419;ASS 2012.198;Aguardando Resposta Terceiros;Certidão de IPTU - ASS 149/13;;08/08/2013;23/09/2013;;
6212;ASS 2013.100;Aguardando Resposta Cliente;Devolver requerimento assinado;;08/08/2013;14/08/2013;;atual
5159;PAQ 2013.070;Fazer Contato Cliente;Fazer Orçamento;;08/08/2013;08/08/2013;;
7671;PAQ 2013.058;Aguardando Resposta Cliente;Ligar para agendar medição;;08/08/2013;06/03/2018;;
12932;ASS 2013.132;Aguardando Resposta Terceiros;Protocolo - 26739/13 - GFO;;08/08/2013;27/06/2014;;
12935;ASS 2013.133;Aguardando Resposta Terceiros;Protocolo 26738/13 - GFO;;08/08/2013;09/08/2013;;
12973;ASS 2013.138;Aguardando Resposta Terceiros;Protocolo 26742/13 - GFO;;08/08/2013;24/10/2013;;
12964;ASS 2013.137;Aguardando Resposta Terceiros;Protocolo 26745/13 - GFO;;08/08/2013;17/12/2013;;
14666;PAQ 2013.054;Cobrar Pagamentos;Receber 200,00 e dar continuidade no ASS 228/12;;08/08/2013;15/08/2013;;
6031;ASS 2013.024;Aguardando Resposta Cliente;Trazer valor de taxa e assinar planta (Bernardete já veio);;08/08/2013;20/08/2013;;atual
21116;ASS 2013.133;Aguardando Resposta Terceiros;;Prefeitura - CFO;09/08/2013;16/09/2013;;
12358;ASS 2012.177;Aguardando Resposta Terceiros;Aprovaçao do protocolo 42570/12 - PDO;Prefeitura - GFO;09/08/2013;23/11/2015;;
3429;ASS 2013.073;Fazer Contato Cliente;Documento anexo não foi aceito;Vanessa;09/08/2013;04/09/2013;;
2965;ASS 2012.014;Fazer Contato Cliente;Pedir comprovante anterior a 1996;Vanessa;09/08/2013;13/08/2013;;atual
3836;ASS 2013.142;Fazer Contato Cliente;Pedir para procurar outros numeros de CEI e assinar documentos;Vanessa;09/08/2013;09/08/2013;;
6466;ASS 2013.142;Aguardando Resposta Cliente;Achar novos numeros de CEI e agendar reunião;;09/08/2013;09/01/2014;;
14815;ASS 2013.041;Arquivar;Arquivar rascunho;;09/08/2013;12/08/2013;;atual
14198;ASS 2013.041;Entregar;Avisar;;09/08/2013;12/09/2013;;atual
8971;ASS 2012.136;Fazer Contato Terceiro;Enviar e buscar plotagem vegetal - print mark;;09/08/2013;12/08/2013;;
6156;ASS 2013.081;Aguardando Resposta Cliente;Pagar IPTU/2013;;09/08/2013;08/08/2014;;
12498;ASS 2012.228;Aguardando Resposta Terceiros;Reanalise projeto retificado - GL;;09/08/2013;22/08/2013;;
7747;PAQ 2013.039;Aguardando Resposta Cliente;Trazer recibo para fechar cadeia sucessória;;09/08/2013;14/08/2013;;
11734;PAQ 2013.029;Fazer Contato Terceiro;Enviar e Buscar Plotagem - Print Mark;Helio;12/08/2013;13/08/2013;;
11737;PAQ 2013.055;Fazer Contato Terceiro;Enviar e Buscar Plotagem - Print Mark;Helio;12/08/2013;14/08/2013;;
5259;PAQ 2013.059;Fazer Contato Cliente;Ir no local para fazer orçamento;Helio;12/08/2013;14/08/2013;;
1994;PAQ 2013.029;Desenhando;;Helio;12/08/2013;12/08/2013;;
3843;ASS 2013.145;Fazer Contato Cliente;Levar requerimento para assinar ;Hélio;12/08/2013;13/08/2013;;
3838;ASS 2013.145;Fazer Contato Cliente;Levar requerimento para assinar ;Hélio;12/08/2013;13/08/2013;;
8825;ASS 2012.037;Fazer Contato Terceiro;Reunião marcada para o dia 13/08 às 7:30hrs  Dr.Mário;Hélio;12/08/2013;13/08/2013;;
8856;ASS 2012.073;Fazer Contato Terceiro;Assinar - ART ;Milton;12/08/2013;13/08/2013;;atual
2708;PAQ 2013.055;Revisar;;Milton;12/08/2013;12/08/2013;;
2707;PAQ 2013.055;Revisar;;Milton;12/08/2013;12/08/2013;;
9929;ASS 2013.129;Fazer Contato Terceiro;Dar entrada - prefeitura;Vanessa;12/08/2013;12/08/2013;;
3837;ASS 2013.143;Fazer Contato Cliente;Levar requerimento para assinar;Vanessa;12/08/2013;13/08/2013;;
8772;ASS 2011.142;Fazer Contato Terceiro;Passar para fiscal número de protocolo novo- kátia;Vanessa;12/08/2013;24/09/2013;;
3061;ASS 2012.136;Fazer Contato Cliente;Passar valor de taxa e assinar plantas;Vanessa;12/08/2013;13/08/2013;;
3220;ASS 2012.238;Fazer Contato Cliente;Passar valor de taxa e M.D.O;Vanessa;12/08/2013;12/08/2013;;
3405;ASS 2013.066;Fazer Contato Cliente;Passar valor de taxa e pedir para assinar requerimento;Vanessa;12/08/2013;12/08/2013;;
11679;PRS 2013.041;Fazer Contato Terceiro;Pedir arquivo de projeto - Milton;Vanessa;12/08/2013;13/08/2013;;atual
9686;ASS 2013.111;Fazer Contato Terceiro;Terminei desenho - Milton revisou - enviei para plotagem;Vanessa;12/08/2013;13/08/2013;;
6114;ASS 2013.066;Aguardando Resposta Cliente;Assinar requerimento e trazer valor de taxa (pediu para entrar em contato com Elione);;12/08/2013;16/08/2013;;
12924;ASS 2013.129;Aguardando Resposta Terceiros;Protocolo 27056/13 - GFO;;12/08/2013;28/10/2013;;
7659;PRS 2013.041;Aguardando Resposta Cliente;Trazer documentos - Simone;;12/08/2013;14/08/2013;;
6387;ASS 2013.129;Aguardando Resposta Cliente;Trazer valor de desenho e MDO 2.500,00;;12/08/2013;14/08/2013;;
5934;ASS 2012.238;Aguardando Resposta Cliente;Trazer valores ;;12/08/2013;20/08/2013;;
11918;PRS 2013.019;Fazer Contato Terceiro;Enviar e Buscar Plotagem - Print Mark;Helio;13/08/2013;13/08/2013;;
298;PAQ 2013.059;Fazer Medição;Ir no local medir dia 27/08;Helio;13/08/2013;29/08/2013;;atual
1317;PRS 2013.019;Fazer Desenho;Revisar planta - nova opção;Helio;13/08/2013;13/08/2013;;
2130;PRS 2013.019;Desenhando;;Helio;13/08/2013;13/08/2013;;
8949;ASS 2012.124;Fazer Contato Terceiro;Enviar e Buscar Plotagem - Print Mark;Hélio;13/08/2013;14/08/2013;;
5479;PRS 2013.019;Fazer Contato Cliente;Marcar entrega de nova opção;Hélio;13/08/2013;14/08/2013;;
8824;ASS 2012.037;Fazer Contato Terceiro;Tirar duvida - CRI / ALEXANDRE;Hélio;13/08/2013;26/08/2013;;atual
2964;ASS 2012.014;Fazer Contato Cliente;Entregar plantas aprovadas originais;LIVRE;13/08/2013;06/05/2014;;
531;ASS 2013.128;Fazer Desenho;Retificar planta;Livre;13/08/2013;22/08/2013;;
475;ASS 2013.091;Fazer Desenho;Retificar projeto ;Livre;13/08/2013;24/09/2013;;
3215;ASS 2012.235;Fazer Contato Cliente;Apresentar documento anterior a 1996;Vanessa;13/08/2013;13/08/2013;;
2991;ASS 2012.073;Fazer Contato Cliente;Assinar plantas e valor de taxa;Vanessa;13/08/2013;13/08/2013;;
10060;ASS 2013.143;Fazer Contato Terceiro;Dar entrada -  prefeitura;Vanessa;13/08/2013;16/08/2013;;
10062;ASS 2013.145;Fazer Contato Terceiro;Dar entrada prefeitura ;Vanessa;13/08/2013;14/08/2013;;
5321;PAQ 2013.055;Fazer Contato Cliente;Entregar projeto e receber parcela 2/2;Vanessa;13/08/2013;14/08/2013;;
5318;PAQ 2013.029;Fazer Contato Cliente;Marcar apresentação estudo ;Vanessa;13/08/2013;13/08/2013;;
10076;ASS 2013.146;Fazer Contato Terceiro;Marcar visita na obra -  Paulo simões;Vanessa;13/08/2013;14/08/2013;;
3459;ASS 2013.085;Fazer Contato Cliente;Passar valor de custas do processo ;Vanessa;13/08/2013;14/08/2013;;
3845;ASS 2013.146;Fazer Contato Cliente;Passar valor de visita técnica;Vanessa;13/08/2013;14/08/2013;;
5151;PAQ 2012.084;Fazer Contato Cliente;Pedir xerox de escritura e passar valores;Vanessa;13/08/2013;14/08/2013;;
6474;ASS 2013.146;Aguardando Resposta Cliente;Aprovar valor de visita;;13/08/2013;14/08/2013;;
14863;ASS 2013.115;Arquivar;Arquivar rascunho;;13/08/2013;16/08/2013;;
15230;PAQ 2013.009;Arquivar;Arquivar rascunho;;13/08/2013;16/08/2013;;
14716;ASS 2011.155;Arquivar;Arquivar rascunhos;;13/08/2013;16/08/2013;;
13864;PRS 2013.041;Aguardando Resposta Terceiros;Arquivo enviado - Milton;;13/08/2013;14/08/2013;;
17697;ASS 2013.119;Arquivar;Cancelado a pedido Cliente;;13/08/2013;13/08/2013;;
5759;ASS 2012.136;Aguardando Resposta Cliente;Pegar e trazer plantas assinadas e trazer valores;;13/08/2013;27/08/2013;;
14453;PAQ 2013.009;Entregar;Pegou planta - ART e laudo;;13/08/2013;13/08/2013;;
14024;ASS 2011.155;Entregar;Planta aprovada e alvará (avisado);;13/08/2013;21/08/2013;;
12833;ASS 2013.120;Aguardando Resposta Terceiros;Processo de usucapião - Marcelo;;13/08/2013;30/04/2014;;
12119;ASS 2012.014;Aguardando Resposta Terceiros;Resposta do ASS 143/13;;13/08/2013;17/10/2013;;
12507;ASS 2012.235;Aguardando Resposta Terceiros;Resposta do ASS 143/13;;13/08/2013;17/10/2013;;
7572;PAQ 2012.084;Aguardando Resposta Cliente;Trazer escritura e parcela 1/3 dos serviços;;13/08/2013;16/08/2013;;
5698;ASS 2012.073;Aguardando Resposta Cliente;Trazer valores e assinar ART;;13/08/2013;15/08/2013;;
7722;PAQ 2013.029;Aguardando Resposta Cliente;Virá no escritorio 16/08 às 17:40;;13/08/2013;16/08/2013;;atual
8948;ASS 2012.124;Fazer Contato Terceiro;Assinar Plantas - Bispo;Helio;14/08/2013;14/08/2013;;
5478;PRS 2013.019;Fazer Contato Cliente;Entregar nova opção para Neca;Helio;14/08/2013;15/08/2013;;
10253;ASS 2013.150;Fazer Contato Terceiro;Levar plantas para assinar - Bispo;Helio;14/08/2013;14/08/2013;;
10119;ASS 2013.147;Fazer Contato Terceiro;Conversar com Fabiano - CRI;Hélio;14/08/2013;29/08/2013;;
11271;PAQ 2009.025;Fazer Contato Terceiro;Enviar e buscar plotagem - PRINT MARK;Hélio;14/08/2013;14/08/2013;;atual
294;PRS 2013.041;Fazer Medição;Tirar medidas no local (medimos a frente);Hélio;14/08/2013;29/10/2013;;
1847;PAQ 2012.084;Desenhando;;Silas;14/08/2013;22/08/2013;;
3563;ASS 2013.121;Fazer Contato Cliente;Esclarecer sobre averbação casa antiga;Vanessa;14/08/2013;28/08/2013;;
3844;ASS 2013.146;Fazer Contato Cliente;Passar valor de taxa;Vanessa;14/08/2013;14/08/2013;;
9268;ASS 2012.238;Fazer Contato Terceiro;Pedir certidão de ônus - CRI;Vanessa;14/08/2013;14/08/2013;;
9267;ASS 2012.238;Fazer Contato Terceiro;Pedir nova - ART Astor Dillem;Vanessa;14/08/2013;29/08/2013;;atual
9661;ASS 2013.100;Fazer Contato Terceiro;Prorrogar prazo - Prefeitura (Prorrogação de prazo - vencimento em 13/12/2013);Vanessa;14/08/2013;15/08/2013;;
9532;ASS 2013.066;Fazer Contato Terceiro;Ver se elione tem resposta (Passou numero do advogado);Vanessa;14/08/2013;16/08/2013;;
15245;PAQ 2013.055;Arquivar;Arquivar rascunhos;;14/08/2013;16/08/2013;;
12266;ASS 2012.124;Aguardando Resposta Terceiros;Assinar Plantas - Bispo;;14/08/2013;14/08/2013;;
13075;ASS 2013.150;Aguardando Resposta Terceiros;Assinar plantas - Bispo;;14/08/2013;19/08/2013;;
13001;ASS 2013.146;Aguardando Resposta Terceiros;Fazer visita e elaborar ART paulo simoes;;14/08/2013;14/08/2013;;atual
6166;ASS 2013.085;Aguardando Resposta Cliente;Pegar boletos para pagar;;14/08/2013;27/08/2013;;
7724;PAQ 2013.055;Aguardando Resposta Cliente;Pegar projeto e pagar parcela 2/2 plotagem 1.025,00;;14/08/2013;14/08/2013;;
12518;ASS 2012.238;Aguardando Resposta Terceiros;Protocolo 0495/3 - CRI;;14/08/2013;26/08/2013;;
12995;ASS 2013.145;Aguardando Resposta Terceiros;Protocolo 27390/13 - GFO;;14/08/2013;11/11/2014;;
6472;ASS 2013.146;Aguardando Resposta Cliente;Trazer valor de taxa e serviços;;14/08/2013;15/08/2013;;
290;PAQ 2013.061;Fazer Medição;Ir no local dia 21/08/13;Helio;15/08/2013;21/08/2013;;
289;PAQ 2013.062;Fazer Medição;;Helio;15/08/2013;16/08/2013;;
9205;ASS 2012.218;Fazer Contato Terceiro;Enviar e buscar plotagem - Print mark ;Hélio;15/08/2013;16/08/2013;;
449;ASS 2012.218;Fazer Desenho;Retificar planta para atender CRI;Hélio;15/08/2013;16/08/2013;;
1107;PAQ 2013.062;Fazer Desenho;;Livre;15/08/2013;20/08/2013;;
9316;ASS 2012.251;Fazer Contato Terceiro;Entregar xerox de contas - GFO;Vanessa;15/08/2013;26/08/2013;;
3611;ASS 2013.124;Fazer Contato Cliente;Marcar conversa com Bruno;Vanessa;15/08/2013;15/08/2013;;
3469;ASS 2013.087;Fazer Contato Cliente;Passar valores de taxas;Vanessa;15/08/2013;15/08/2013;;
8855;ASS 2012.073;Fazer Contato Terceiro;Reconhecer firma e levar plantas - GL;Vanessa;15/08/2013;16/08/2013;;
9489;ASS 2013.048;Fazer Contato Terceiro;Tirar CND - Receita Federal ;Vanessa;15/08/2013;28/08/2013;;
9104;ASS 2012.192;Fazer Contato Terceiro;Tirar novos boletos, cliente perdeu prazo;Vanessa;15/08/2013;16/08/2013;;atual
7867;PRS 2013.019;Aguardando Resposta Cliente;Aprovação de nova proposta de divisão;;15/08/2013;20/08/2013;;
14913;ASS 2013.146;Arquivar;Pagou valores e pegou ART;;15/08/2013;15/08/2013;;
12994;ASS 2013.143;Aguardando Resposta Terceiros;Protocolo 27525/13 - Prefeitura;;15/08/2013;17/10/2013;;
5696;ASS 2012.073;Aguardando Resposta Cliente;Trazer boletos pagos;;15/08/2013;15/08/2013;;
5697;ASS 2012.073;Aguardando Resposta Cliente;Trazer boletos pagos e valor do engenheiro 500,00;;15/08/2013;11/09/2013;;
6175;ASS 2013.087;Aguardando Resposta Cliente;Trazer valor de taxa;;15/08/2013;16/08/2013;;
6174;ASS 2013.087;Aguardando Resposta Cliente;Trazer valores de taxas e assinar documentos;;15/08/2013;16/08/2013;;
6286;ASS 2013.124;Aguardando Resposta Cliente;Virá ao escritório para conversar sobre area;;15/08/2013;27/08/2013;;
14660;PAQ 2013.062;Cobrar Pagamentos;Virá pagar parcela 1/4 dia 08/09/13;;15/08/2013;09/09/2013;;
11926;PRS 2013.022;Fazer Contato Terceiro;Enviar e Buscar plotagem - Print Mark;Helio;16/08/2013;19/08/2013;;
2848;ASS 2009.024;Fazer Contato Cliente;Passar ART de execução do 1° pavimento;Vanessa;16/08/2013;16/08/2013;;
3468;ASS 2013.087;Fazer Contato Cliente;Passar para cliente valor de divida IPTU;Vanessa;16/08/2013;19/08/2013;;
11706;PAQ 2013.018;Fazer Contato Terceiro;Pedir xerox escritura Dr.Renata;Vanessa;16/08/2013;02/09/2013;;
11704;PAQ 2013.018;Fazer Contato Terceiro;Pedir xerox escritura Dr.Renata;Vanessa;16/08/2013;02/09/2013;;
3189;ASS 2012.218;Fazer Contato Cliente;Pegar planta para assinar;Vanessa;16/08/2013;16/08/2013;;
11707;PAQ 2013.018;Fazer Contato Terceiro;Prorrogar Prazo;Vanessa;16/08/2013;16/08/2013;;
11705;PAQ 2013.018;Fazer Contato Terceiro;Prorrogar Prazo;Vanessa;16/08/2013;16/08/2013;;
3136;ASS 2012.192;Fazer Contato Cliente;Reinviei novos boletos;Vanessa;16/08/2013;16/08/2013;;
3159;ASS 2012.206;Fazer Contato Cliente;Tirar foto do córrego e casa;Vanessa;16/08/2013;16/08/2013;;
7721;PAQ 2013.029;Aguardando Resposta Cliente;Aprovaçao de estudo;;16/08/2013;27/08/2013;;
2849;ASS 2009.024;Fazer Contato Cliente;Devolver boletos pagos;;16/08/2013;23/08/2013;;atual
12175;ASS 2012.073;Aguardando Resposta Terceiros;Emitir alvará - GL;;16/08/2013;11/09/2013;;
8895;ASS 2012.097;Fazer Contato Terceiro;Entregar plantas para assinar e pedir para plotar vegetal e fazer ART de execução - Nelson Napolitano;;16/08/2013;16/08/2013;;
12216;ASS 2012.097;Aguardando Resposta Terceiros;Nelson - Planta vegetal e ART;;16/08/2013;11/08/2015;;
13872;PAQ 2013.018;Aguardando Resposta Terceiros;Prorrogação vence dia 13/12;;16/08/2013;16/08/2013;;
13871;PAQ 2013.018;Aguardando Resposta Terceiros;Prorrogação vence dia 13/12;;16/08/2013;16/08/2013;;
13870;PAQ 2013.018;Aguardando Resposta Terceiros;Prorrogação vence dia 13/12;;16/08/2013;16/08/2013;;
5840;ASS 2012.192;Aguardando Resposta Cliente;Trazer boletos pagos;;16/08/2013;16/08/2013;;
7690;PAQ 2013.018;Aguardando Resposta Cliente;Trazer conta de luz para decadência;;16/08/2013;20/08/2013;;
7689;PAQ 2013.018;Aguardando Resposta Cliente;Trazer conta de luz para decadência;;16/08/2013;20/08/2013;;
7688;PAQ 2013.018;Aguardando Resposta Cliente;Trazer conta de luz para decadência;;16/08/2013;20/08/2013;;
5863;ASS 2012.206;Aguardando Resposta Cliente;Trazer foto;;16/08/2013;21/08/2013;;
14650;PAQ 2012.084;Cobrar Pagamentos;Trazer o valor da entrada;;16/08/2013;23/08/2013;;
5892;ASS 2012.218;Aguardando Resposta Cliente;Trazer plantas assinadas;;16/08/2013;16/08/2013;;
11791;PAQ 2013.053;Fazer Contato Terceiro;Enviar e buscar plotagem - PRINT MARK;Helio;19/08/2013;19/08/2013;;
11903;PRS 2013.016;Fazer Contato Terceiro;Enviar e Buscar plotagem - Print Mark;Helio;19/08/2013;19/08/2013;;
3935;ASS 2013.150;Fazer Contato Cliente;Passar valores;Helio;19/08/2013;19/08/2013;;atual
2731;PAQ 2013.053;Revisar;;Helio;19/08/2013;19/08/2013;;
319;PRS 2013.036;Fazer Medição;Conferir medida no local;Hélio;19/08/2013;21/08/2013;;
9204;ASS 2012.218;Fazer Contato Terceiro;Ir no Cartório falar com sobre Nota Devolutiva - Silvio;Hélio;19/08/2013;23/09/2013;;
5229;PRS 2013.043;Fazer Contato Cliente;Elaborar orçamento ir local;Helio/Vanessa;19/08/2013;19/08/2013;;
1102;PAQ 2013.063;Fazer Desenho;Passar a limpo planta anterior;Livre;19/08/2013;20/08/2013;;
9103;ASS 2012.192;Fazer Contato Terceiro;Entregar boletos pagos - GL;Vanessa;19/08/2013;22/08/2013;;
9203;ASS 2012.218;Fazer Contato Terceiro;Entregar novas plantas - GFO;Vanessa;19/08/2013;23/08/2013;;
3188;ASS 2012.218;Fazer Contato Cliente;Fazer cópia de planta e entregar para Silvana;Vanessa;19/08/2013;20/08/2013;;
5375;PAQ 2013.053;Fazer Contato Cliente;Oferecer serviço de prefeitura (aprovado);Vanessa;19/08/2013;02/09/2013;;
3045;ASS 2012.124;Fazer Contato Cliente;Passar valores de taxa ;Vanessa;19/08/2013;19/08/2013;;
3883;ASS 2013.148;Fazer Contato Cliente;Pedir xerox de CPF e identidade e valores;Vanessa;19/08/2013;19/08/2013;;
8273;ASS 2013.148;Elaborando Processo;;Vanessa;19/08/2013;19/08/2013;;
14672;PRS 2013.035;Cobrar Pagamentos;Email cobrando parcela final;;19/08/2013;03/09/2013;;
5746;ASS 2012.124;Aguardando Resposta Cliente;Email enviado,trazer valores;;19/08/2013;27/08/2013;;
12694;ASS 2013.052;Aguardando Resposta Terceiros;Resposta de Recurso - Receita Federal;;19/08/2013;15/10/2013;;
6173;ASS 2013.087;Aguardando Resposta Cliente;Trazer IPTU 2010 pago;;19/08/2013;09/09/2013;;
6540;ASS 2013.150;Aguardando Resposta Cliente;Trazer valores de taxa e serviços;;19/08/2013;20/08/2013;;
6503;ASS 2013.148;Aguardando Resposta Cliente;Trazer xerox de documentos e valores;;19/08/2013;18/05/2017;;
3884;ASS 2013.149;Fazer Contato Cliente;Levar requerimento para assinar e receber valores;Helio;20/08/2013;20/08/2013;;
2625;PAQ 2012.115;Revisar;Revisado por Amanda;Hélio;20/08/2013;05/11/2013;;
2596;PAQ 2012.092;Revisar;Revisado por Amanda;Hélio;20/08/2013;27/08/2014;;
2650;PAQ 2012.133;Revisar;2ª Revisão;Helio Campos;20/08/2013;20/11/2018;;
2693;PAQ 2013.025;Revisar;2ª Revisão ( arquivar );Helio Campos;20/08/2013;18/05/2013;;
2679;PAQ 2013.012;Revisar;;Hélio;20/08/2013;03/09/2013;;
2718;PAQ 2013.039;Revisar;;Hélio;20/08/2013;03/09/2013;;
284;PRS 2013.043;Fazer Medição;Agendada para 27/08/13;Helio/Vanessa;20/08/2013;27/08/2013;;
1924;PAQ 2013.062;Desenhando;;Michelly;20/08/2013;22/08/2013;;
1919;PAQ 2013.063;Desenhando;;Michely;20/08/2013;21/08/2013;;
8274;ASS 2013.149;Elaborando Processo;;Vanessa;20/08/2013;20/08/2013;;
13862;PRS 2013.042;Aguardando Resposta Terceiros;Medição marcada - jácigua dia 27/08;;20/08/2013;27/08/2013;;
2649;PAQ 2013.063;Revisar;;Amanda;21/08/2013;26/08/2013;;
9335;ASS 2012.254;Fazer Contato Terceiro;Reconhecer firma na planta - Procurador;Helio;21/08/2013;05/09/2013;;
281;PAQ 2013.064;Fazer Medição;;Helio;21/08/2013;21/08/2013;;
1150;PAQ 2013.057;Fazer Desenho;Alterar estudo;Hélio;21/08/2013;28/08/2013;;
2642;PAQ 2012.126;Revisar;Revisado por Amanda;Hélio;21/08/2013;24/10/2013;;
2420;PAQ 2009.032;Revisar;2ª Revisão;Lucas;21/08/2013;;;
2523;PAQ 2012.045;Revisar;2ª Revisão;Lucas;21/08/2013;;;
1108;PAQ 2013.061;Fazer Desenho;;Livre;21/08/2013;22/08/2013;;
2654;PAQ 2013.062;Revisar;Pegou escritura original dia 09/09;Amanda;22/08/2013;22/08/2013;;
2583;PAQ 2012.084;Revisar;;Amanda;22/08/2013;22/08/2013;;
10120;ASS 2013.149;Fazer Contato Terceiro;Dar entrada na prefeitura;Helio;22/08/2013;26/08/2013;;
9413;ASS 2013.024;Fazer Contato Terceiro;Entregar planta - GFO;Helio;22/08/2013;26/08/2013;;
9147;ASS 2012.206;Fazer Contato Terceiro;Levar fotos - GL;Helio;22/08/2013;22/08/2013;;
10243;ASS 2013.150;Fazer Contato Terceiro;Levar requerimento para assinar - Bispo;Helio;22/08/2013;22/08/2013;;
5222;PRS 2013.045;Fazer Contato Cliente;Passei Orçamento;Helio;22/08/2013;23/08/2013;;
9891;ASS 2013.128;Fazer Contato Terceiro;Devolver planta Retificada - Defisc;Hélio;22/08/2013;23/08/2013;;
2653;PAQ 2013.062;Revisar;Revisado por Amanda;Hélio;22/08/2013;25/11/2013;;
2584;PAQ 2012.084;Revisar;Revisado por Amanda;Hélio;22/08/2013;13/12/2013;;atual
2505;PAQ 2012.021;Revisar;2ª Revisão;Helio Campos;22/08/2013;01/03/2018;;atual
1449;ASS 2013.128;Desenhando;;Hélio;22/08/2013;22/08/2013;;
2000;PRS 2013.036;Desenhando;;Hélio;22/08/2013;08/10/2013;;
2686;PAQ 2013.018;Revisar;Revisado por Amanda;Lucas;22/08/2013;02/10/2013;;atual
8627;PRS 2013.016;Elaborando Processo;;Secretaria;22/08/2013;27/08/2013;;
1925;PAQ 2013.061;Desenhando;;Silas;22/08/2013;09/09/2013;;
13072;ASS 2013.150;Aguardando Resposta Terceiros;Aguardando requerimento assinado;;22/08/2013;28/09/2013;;
7627;PAQ 2013.066;Aguardando Resposta Cliente;Aprovar orçamento;;22/08/2013;28/08/2013;;
12398;ASS 2012.192;Aguardando Resposta Terceiros;Emiti Alvará - GL;;22/08/2013;04/09/2013;;
11917;PRS 2013.019;Fazer Contato Terceiro;Enviar e Buscar Plotagem - Print Mark;;22/08/2013;26/08/2013;;
12435;ASS 2012.206;Aguardando Resposta Terceiros;Reanálize do processo - Sidiney;;22/08/2013;01/11/2013;;
8646;ASS 2009.024;Fazer Contato Terceiro;Entregar boletos - GL;Helio;23/08/2013;26/08/2013;;atual
9243;ASS 2012.228;Fazer Contato Terceiro;Enviar e buscar plotagem - PRINT MARK;Helio;23/08/2013;26/08/2013;;
5221;PRS 2013.045;Fazer Contato Cliente;Marcou para conversar dia 24/08;Helio;23/08/2013;24/08/2013;;atual
1094;PAQ 2013.064;Fazer Desenho;;Livre;23/08/2013;23/08/2013;;
1909;PAQ 2013.064;Desenhando;;Michelly;23/08/2013;02/09/2013;;atual
7636;PRS 2013.045;Aguardando Resposta Cliente;Aprovou Orçamento ;;23/08/2013;23/08/2013;;atual
